Block	geneID1	chr1	start_pos1	end_pos1	geneID2	chr2	start_pos2	end_pos2	ka_NG86	ks_NG86	ka_YN00	ks_YN00
2	PAxG01Ag0150900	chr01A	13941863	13943000	PAxG01Bg0150500	chr01B	14077219	14078817	0.0135	0.0279	0.0127	0.0354
2	PAxG01Ag0151100	chr01A	13956399	13958921	PAxG01Bg0150700	chr01B	14091403	14093727	0.0052	0.0506	0.0053	0.0482
2	PAxG01Ag0151200	chr01A	13967955	13970982	PAxG01Bg0150800	chr01B	14101056	14103928	0.0069	0.0398	0.0073	0.0338
2	PAxG01Ag0151500	chr01A	14022072	14033953	PAxG01Bg0151100	chr01B	14137988	14150063	0.0473	0.0763	0.0455	0.089
2	PAxG01Ag0151600	chr01A	14031617	14033986	PAxG01Bg0151200	chr01B	14147909	14149944	0.0087	0.0422	0.0094	0.0344
2	PAxG01Ag0151700	chr01A	14034827	14041766	PAxG01Bg0151300	chr01B	14150917	14157788	0.0038	0.0336	0.0037	0.0364
2	PAxG01Ag0151800	chr01A	14042025	14042453	PAxG01Bg0151400	chr01B	14158278	14158690	0.1945	0.2771	0.1882	0.3319
2	PAxG01Ag0151900	chr01A	14056233	14056640	PAxG01Bg0151500	chr01B	14166782	14167189	0.0096	0.0224	0.0101	0.0192
2	PAxG01Ag0152100	chr01A	14071318	14071569	PAxG01Bg0151600	chr01B	14178259	14178510	0.0495	0.0334	0.0538	0.0278
2	PAxG01Ag0152500	chr01A	14095324	14100036	PAxG01Bg0152100	chr01B	14208486	14213372	0.1376	0.2225	0.142	0.2025
2	PAxG01Ag0152700	chr01A	14106968	14108535	PAxG01Bg0152200	chr01B	14219160	14220122	0.2203	0.2491	0.2184	0.261
2	PAxG01Ag0152800	chr01A	14114448	14136045	PAxG01Bg0152300	chr01B	14226498	14240461	0.0147	0.0365	0.0149	0.0348
2	PAxG01Ag0152900	chr01A	14141723	14146506	PAxG01Bg0152500	chr01B	14247536	14251956	0.0233	0.044	0.0236	0.0425
2	PAxG01Ag0153000	chr01A	14168342	14170356	PAxG01Bg0152700	chr01B	14265883	14267902	0.0129	0.0167	0.0128	0.0167
2	PAxG01Ag0153100	chr01A	14175787	14180673	PAxG01Bg0152800	chr01B	14273253	14278136	0.0016	0.0	0.0017	-0.0
2	PAxG01Ag0153300	chr01A	14200573	14213743	PAxG01Bg0152900	chr01B	14287006	14311408	0.0265	0.0779	0.0263	0.0812
2	PAxG01Ag0153400	chr01A	14222431	14225582	PAxG01Bg0153000	chr01B	14319631	14322792	0.0048	0.0152	0.0052	0.0124
2	PAxG01Ag0153500	chr01A	14225906	14231595	PAxG01Bg0153100	chr01B	14323077	14328740	0.0061	0.0163	0.006	0.017
2	PAxG01Ag0153600	chr01A	14244885	14246688	PAxG01Bg0153300	chr01B	14341377	14343135	0.0155	0.0245	0.0164	0.0206
2	PAxG01Ag0153800	chr01A	14258230	14261295	PAxG01Bg0153400	chr01B	14356877	14359893	0.0069	0.0392	0.0072	0.0349
2	PAxG01Ag0153900	chr01A	14264913	14266820	PAxG01Bg0153500	chr01B	14363434	14365341	0.0027	0.0094	0.0028	0.0085
2	PAxG01Ag0154000	chr01A	14268992	14273810	PAxG01Bg0153600	chr01B	14367507	14372355	0.0036	0.0366	0.0037	0.0361
2	PAxG01Ag0154100	chr01A	14307098	14314388	PAxG01Bg0153700	chr01B	14404060	14409907	0.0086	0.0298	0.0093	0.0239
2	PAxG01Ag0154300	chr01A	14335805	14336296	PAxG01Bg0153800	chr01B	14427853	14428344	0.0081	0.0261	0.0084	0.0238
2	PAxG01Ag0154400	chr01A	14345821	14351155	PAxG01Bg0153900	chr01B	14441207	14447442	0.0127	0.0556	0.0124	0.0605
2	PAxG01Ag0154500	chr01A	14359924	14361843	PAxG01Bg0154000	chr01B	14453918	14455864	0.0062	0.0243	0.0064	0.022
2	PAxG01Ag0154600	chr01A	14362387	14364063	PAxG01Bg0154100	chr01B	14456403	14458192	0.0414	0.0828	0.043	0.0738
2	PAxG01Ag0154700	chr01A	14366949	14369509	PAxG01Bg0154200	chr01B	14461161	14463482	0.0052	0.0175	0.0051	0.0185
2	PAxG01Ag0154900	chr01A	14370669	14374137	PAxG01Bg0154400	chr01B	14464637	14467370	0.0108	0.0257	0.0112	0.0231
2	PAxG01Ag0155000	chr01A	14381807	14382264	PAxG01Bg0154500	chr01B	14474308	14474706	0.4592	0.4087	0.4771	0.3791
2	PAxG01Ag0155100	chr01A	14409995	14410201	PAxG01Bg0154600	chr01B	14503312	14503518	0.0126	0.0234	0.0136	0.0181
2	PAxG01Ag0155200	chr01A	14412191	14418342	PAxG01Bg0154700	chr01B	14505499	14511651	0.0047	0.051	0.0052	0.0393
2	PAxG01Ag0155300	chr01A	14424193	14426706	PAxG01Bg0154800	chr01B	14516619	14518897	0.0034	0.0549	0.0037	0.0438
2	PAxG01Ag0155400	chr01A	14433359	14435535	PAxG01Bg0154900	chr01B	14524501	14526732	0.0043	0.0648	0.0044	0.0587
2	PAxG01Ag0155500	chr01A	14454223	14456342	PAxG01Bg0155000	chr01B	14541696	14543838	0.0068	0.0318	0.0067	0.033
2	PAxG01Ag0155600	chr01A	14463390	14472707	PAxG01Bg0155100	chr01B	14551259	14560016	0.007	0.0179	0.0069	0.0188
2	PAxG01Ag0155700	chr01A	14488772	14492928	PAxG01Bg0155200	chr01B	14577694	14581548	0.0271	0.071	0.0266	0.0763
2	PAxG01Ag0155800	chr01A	14494408	14498742	PAxG01Bg0155300	chr01B	14583375	14587466	0.0044	0.0325	0.0045	0.0306
2	PAxG01Ag0156000	chr01A	14518769	14520785	PAxG01Bg0155400	chr01B	14599656	14601516	0.0127	0.0468	0.014	0.0357
2	PAxG01Ag0156100	chr01A	14521040	14526741	PAxG01Bg0155500	chr01B	14601769	14607468	0.0099	0.0351	0.01	0.0343
2	PAxG01Ag0156200	chr01A	14524555	14526225	PAxG01Bg0155600	chr01B	14605284	14607086	0.0071	0.0426	0.0074	0.0377
2	PAxG01Ag0156300	chr01A	14527323	14528208	PAxG01Bg0155700	chr01B	14607847	14609350	0.3375	0.457	0.3483	0.4304
2	PAxG01Ag0156400	chr01A	14529008	14529412	PAxG01Bg0155800	chr01B	14609502	14609813	0.0351	0.1166	0.0353	0.1162
2	PAxG01Ag0156500	chr01A	14533066	14533692	PAxG01Bg0156000	chr01B	14614477	14615103	0.0043	0.0325	0.0044	0.0307
2	PAxG01Ag0156600	chr01A	14572099	14574048	PAxG01Bg0156100	chr01B	14634229	14637285	0.0222	0.0339	0.0224	0.0328
2	PAxG01Ag0156700	chr01A	14585358	14585876	PAxG01Bg0156200	chr01B	14650211	14650663	0.0217	0.1342	0.0229	0.1162
2	PAxG01Ag0157000	chr01A	14626060	14630013	PAxG01Bg0156300	chr01B	14702168	14706064	0.0117	0.0178	0.0117	0.0174
2	PAxG01Ag0157100	chr01A	14640175	14642135	PAxG01Bg0156500	chr01B	14715545	14717741	0.0131	0.0338	0.0144	0.0255
2	PAxG01Ag0157200	chr01A	14652369	14654963	PAxG01Bg0156600	chr01B	14728010	14730608	0.0033	0.0226	0.0035	0.0184
2	PAxG01Ag0157300	chr01A	14663172	14670695	PAxG01Bg0156800	chr01B	14739735	14747176	0.0074	0.0365	0.0089	0.0236
2	PAxG01Ag0157600	chr01A	14690254	14692812	PAxG01Bg0156900	chr01B	14762302	14764871	0.0919	0.1286	0.0876	0.1588
2	PAxG01Ag0157700	chr01A	14707620	14713936	PAxG01Bg0157000	chr01B	14779115	14786946	0.006	0.0263	0.0059	0.027
2	PAxG01Ag0157800	chr01A	14715042	14721007	PAxG01Bg0157100	chr01B	14787622	14793132	0.0393	0.0533	0.0378	0.0622
2	PAxG01Ag0157900	chr01A	14732725	14734677	PAxG01Bg0157300	chr01B	14806115	14808084	0.0038	0.0502	0.0038	0.0482
2	PAxG01Ag0158000	chr01A	14743019	14743237	PAxG01Bg0157400	chr01B	14816642	14816878	0.006	0.0203	0.0062	0.0191
2	PAxG01Ag0158100	chr01A	14766044	14767408	PAxG01Bg0157500	chr01B	14850192	14851556	0.0009	0.0237	0.001	0.0198
2	PAxG01Ag0158300	chr01A	14779534	14788960	PAxG01Bg0157800	chr01B	14863679	14873118	0.0062	0.0214	0.0061	0.0233
2	PAxG01Ag0158400	chr01A	14803495	14809398	PAxG01Bg0157900	chr01B	14886094	14892573	0.0065	0.0286	0.0069	0.025
2	PAxG01Ag0158500	chr01A	14814575	14814745	PAxG01Bg0158000	chr01B	14896285	14896485	0.0231	0.0283	0.0242	0.0242
2	PAxG01Ag0158700	chr01A	14828759	14834304	PAxG01Bg0158200	chr01B	14908908	14914459	0.0043	0.0271	0.0046	0.0227
2	PAxG01Ag0158800	chr01A	14840383	14846796	PAxG01Bg0158300	chr01B	14920485	14926762	0.0236	0.0287	0.0235	0.0294
2	PAxG01Ag0158900	chr01A	14850709	14855679	PAxG01Bg0158400	chr01B	14930643	14938033	0.0276	0.0855	0.0277	0.0841
2	PAxG01Ag0159100	chr01A	14859956	14862304	PAxG01Bg0158500	chr01B	14940669	14942269	0.1268	0.1396	0.1304	0.1286
2	PAxG01Ag0159200	chr01A	14863505	14866757	PAxG01Bg0158600	chr01B	14945263	14948509	0.0081	0.0156	0.0084	0.0141
2	PAxG01Ag0159300	chr01A	14871360	14876366	PAxG01Bg0158700	chr01B	14950679	14957058	0.0338	0.0468	0.0343	0.0449
2	PAxG01Ag0159400	chr01A	14913347	14913760	PAxG01Bg0158800	chr01B	14962856	14963146	0.2467	0.406	0.2565	0.3621
2	PAxG01Ag0159500	chr01A	14914461	14914826	PAxG01Bg0158900	chr01B	14963226	14964264	0.1942	0.2377	0.1941	0.2471
2	PAxG01Ag0159600	chr01A	14921980	14927085	PAxG01Bg0159100	chr01B	14971606	14976803	0.0071	0.0297	0.0072	0.028
2	PAxG01Ag0159700	chr01A	14934587	14953165	PAxG01Bg0159200	chr01B	14982717	14996263	0.0618	0.083	0.0601	0.0921
2	PAxG01Ag0159800	chr01A	14954699	14955169	PAxG01Bg0159300	chr01B	14997962	14998225	0.0412	0.0	0.0435	-0.0
2	PAxG01Ag0159900	chr01A	14964607	14970182	PAxG01Bg0159500	chr01B	15006019	15011584	0.0338	0.0481	0.0333	0.0509
2	PAxG01Ag0160000	chr01A	14979457	14981106	PAxG01Bg0159600	chr01B	15020640	15023386	0.1004	0.1578	0.1009	0.1602
2	PAxG01Ag0160100	chr01A	14995173	15001778	PAxG01Bg0159700	chr01B	15032654	15039262	0.0196	0.0395	0.0199	0.038
2	PAxG01Ag0160200	chr01A	15006397	15006952	PAxG01Bg0159800	chr01B	15042276	15043150	0.0908	0.1236	0.0913	0.1234
2	PAxG01Ag0160300	chr01A	15010526	15011298	PAxG01Bg0159900	chr01B	15045880	15046654	0.031	0.0	0.035	-0.0
2	PAxG01Ag0160400	chr01A	15013917	15014528	PAxG01Bg0160000	chr01B	15058851	15060089	0.0091	0.0833	0.0088	0.0963
2	PAxG01Ag0160500	chr01A	15017039	15020565	PAxG01Bg0160100	chr01B	15060970	15066476	0.0503	0.0628	0.0487	0.0711
2	PAxG01Ag0160600	chr01A	15038535	15043609	PAxG01Bg0160300	chr01B	15073870	15079077	0.0401	0.0522	0.0402	0.052
2	PAxG01Ag0160700	chr01A	15044045	15047737	PAxG01Bg0160400	chr01B	15079328	15083038	0.027	0.0594	0.0273	0.0577
2	PAxG01Ag0160800	chr01A	15052956	15057555	PAxG01Bg0160500	chr01B	15089091	15093654	0.0021	0.0276	0.0021	0.0322
2	PAxG01Ag0161100	chr01A	15099349	15099744	PAxG01Bg0160800	chr01B	15137403	15137798	0.0034	0.0	0.0037	-0.0
2	PAxG01Ag0161200	chr01A	15108913	15110887	PAxG01Bg0160900	chr01B	15147032	15149187	0.0059	0.0587	0.0062	0.0515
2	PAxG01Ag0161300	chr01A	15110912	15116052	PAxG01Bg0161000	chr01B	15149329	15154484	0.0409	0.0755	0.0415	0.0727
2	PAxG01Ag0161600	chr01A	15152616	15156506	PAxG01Bg0161200	chr01B	15170395	15176190	0.0456	0.0485	0.0443	0.0547
2	PAxG01Ag0161700	chr01A	15162752	15168182	PAxG01Bg0161300	chr01B	15186383	15191820	0.0041	0.014	0.0043	0.0123
2	PAxG01Ag0161800	chr01A	15184390	15185114	PAxG01Bg0161400	chr01B	15208219	15208971	0.0167	0.0075	0.0169	0.0073
2	PAxG01Ag0162100	chr01A	15217235	15219193	PAxG01Bg0161500	chr01B	15227999	15229970	0.004	0.0239	0.0041	0.0221
2	PAxG01Ag0162200	chr01A	15233408	15238254	PAxG01Bg0161700	chr01B	15240898	15245784	0.0122	0.0633	0.012	0.0683
2	PAxG01Ag0162300	chr01A	15262235	15264844	PAxG01Bg0161800	chr01B	15264268	15267051	0.011	0.0402	0.0115	0.0357
2	PAxG01Ag0162400	chr01A	15269104	15272650	PAxG01Bg0161900	chr01B	15271152	15274700	0.0058	0.0183	0.0058	0.0186
2	PAxG01Ag0162500	chr01A	15277379	15280573	PAxG01Bg0162000	chr01B	15278800	15281994	0.0066	0.0244	0.0068	0.0221
2	PAxG01Ag0162700	chr01A	15293060	15295905	PAxG01Bg0162100	chr01B	15289179	15296908	0.0808	0.1958	0.0787	0.2184
3	PAxG01Ag0192000	chr01A	21282051	21290441	PAxG01Bg0162400	chr01B	15343709	15351975	0.0021	0.0217	0.0021	0.0223
3	PAxG01Ag0191900	chr01A	21275997	21282094	PAxG01Bg0162500	chr01B	15351984	15359537	0.0315	0.0875	0.0316	0.0868
3	PAxG01Ag0191600	chr01A	21201745	21203352	PAxG01Bg0163000	chr01B	15458325	15459905	0.0025	0.0279	0.0026	0.0242
3	PAxG01Ag0191400	chr01A	21195006	21196652	PAxG01Bg0163200	chr01B	15465026	15466669	0.0122	0.0332	0.0131	0.0275
3	PAxG01Ag0191300	chr01A	21185369	21192387	PAxG01Bg0163400	chr01B	15472912	15474432	0.5344	0.9214	0.5502	0.9232
3	PAxG01Ag0191200	chr01A	21178604	21183357	PAxG01Bg0163500	chr01B	15478755	15483490	0.0064	0.0093	0.0063	0.0101
3	PAxG01Ag0191100	chr01A	21168418	21174236	PAxG01Bg0163700	chr01B	15506831	15512799	0.0402	0.0912	0.0403	0.0919
3	PAxG01Ag0191000	chr01A	21138724	21139065	PAxG01Bg0163800	chr01B	15544022	15544336	0.03	0.0711	0.0303	0.0701
3	PAxG01Ag0190500	chr01A	21091330	21091548	PAxG01Bg0164000	chr01B	15596354	15596752	0.0357	0.0	0.0395	-0.0
3	PAxG01Ag0190400	chr01A	21069024	21069587	PAxG01Bg0164100	chr01B	15616161	15616724	0.0048	0.0139	0.0049	0.013
3	PAxG01Ag0190000	chr01A	21042529	21044966	PAxG01Bg0164400	chr01B	15632116	15634483	0.0028	0.0124	0.0029	0.0111
3	PAxG01Ag0189900	chr01A	21005167	21012099	PAxG01Bg0164600	chr01B	15663890	15666202	0.0315	0.0563	0.0317	0.0558
3	PAxG01Ag0189700	chr01A	20986528	20987494	PAxG01Bg0165000	chr01B	15715560	15715910	0.0042	0.0496	0.0046	0.0369
3	PAxG01Ag0189600	chr01A	20982087	20985867	PAxG01Bg0165200	chr01B	15717576	15721711	0.0269	0.0375	0.0255	0.046
3	PAxG01Ag0189500	chr01A	20963322	20968897	PAxG01Bg0165300	chr01B	15743912	15749468	0.001	0.0283	0.0011	0.0283
3	PAxG01Ag0189400	chr01A	20932552	20941862	PAxG01Bg0165500	chr01B	15769209	15778482	0.0361	0.0594	0.0361	0.0598
3	PAxG01Ag0189100	chr01A	20885330	20895674	PAxG01Bg0165700	chr01B	15805950	15816522	0.0382	0.0383	0.0374	0.0416
3	PAxG01Ag0188900	chr01A	20868402	20874201	PAxG01Bg0165800	chr01B	15833914	15839836	0.0363	0.0525	0.0371	0.0489
3	PAxG01Ag0188800	chr01A	20863508	20864294	PAxG01Bg0165900	chr01B	15844085	15844360	0.296	0.3508	0.2908	0.3914
3	PAxG01Ag0188600	chr01A	20800619	20802138	PAxG01Bg0166200	chr01B	15893477	15894967	0.6625	0.7822	0.6333	1.1166
3	PAxG01Ag0188400	chr01A	20770869	20772683	PAxG01Bg0166300	chr01B	15920317	15922351	0.0047	0.0118	0.0051	0.0098
3	PAxG01Ag0187900	chr01A	20687060	20691953	PAxG01Bg0166700	chr01B	16015815	16020693	0.0236	0.037	0.0224	0.0445
3	PAxG01Ag0187600	chr01A	20599644	20600621	PAxG01Bg0167000	chr01B	16077024	16078461	0.0137	0.04	0.0147	0.032
3	PAxG01Ag0187500	chr01A	20593324	20598973	PAxG01Bg0167100	chr01B	16078459	16085063	0.004	0.0217	0.0044	0.0173
3	PAxG01Ag0185900	chr01A	20276674	20278622	PAxG01Bg0167700	chr01B	16182572	16185196	0.4845	0.5396	0.4441	0.9557
3	PAxG01Ag0185500	chr01A	20163029	20170899	PAxG01Bg0168900	chr01B	16649049	16657092	0.0056	0.0092	0.0059	0.0078
3	PAxG01Ag0185200	chr01A	20027885	20031793	PAxG01Bg0169200	chr01B	16719603	16723511	0.0056	0.0	0.006	-0.0
3	PAxG01Ag0184900	chr01A	18988371	18990077	PAxG01Bg0169300	chr01B	17192768	17194176	0.0064	0.0221	0.0064	0.0223
3	PAxG01Ag0184600	chr01A	18950873	18953065	PAxG01Bg0169500	chr01B	17245268	17247011	0.5014	0.7192	0.4859	0.9089
3	PAxG01Ag0184000	chr01A	18873310	18878279	PAxG01Bg0170000	chr01B	17308910	17314627	0.005	0.0169	0.0051	0.0162
3	PAxG01Ag0183400	chr01A	18813553	18819735	PAxG01Bg0170300	chr01B	17325085	17331541	0.0059	0.0	0.0068	-0.0
3	PAxG01Ag0183300	chr01A	18812292	18813908	PAxG01Bg0170500	chr01B	17347430	17351016	0.1163	0.1341	0.107	0.1962
3	PAxG01Ag0183200	chr01A	18796982	18798685	PAxG01Bg0170600	chr01B	17367295	17368543	0.0174	0.0298	0.0174	0.0299
3	PAxG01Ag0183100	chr01A	18778759	18784093	PAxG01Bg0170800	chr01B	17424785	17430555	0.0783	0.1096	0.0796	0.1054
3	PAxG01Ag0183000	chr01A	18764428	18768371	PAxG01Bg0170900	chr01B	17440867	17444806	0.0023	0.0175	0.0024	0.0166
3	PAxG01Ag0182900	chr01A	18755795	18761637	PAxG01Bg0171200	chr01B	17450134	17453158	0.0294	0.1471	0.0294	0.1509
3	PAxG01Ag0182800	chr01A	18750231	18750431	PAxG01Bg0171300	chr01B	17463648	17463848	0.0345	0.0204	0.0345	0.0206
3	PAxG01Ag0182700	chr01A	18734715	18740027	PAxG01Bg0171400	chr01B	17473131	17478555	0.0016	0.0224	0.0015	0.0262
3	PAxG01Ag0182600	chr01A	18701117	18702816	PAxG01Bg0171500	chr01B	17500451	17501951	0.0457	0.0642	0.0419	0.0938
3	PAxG01Ag0182500	chr01A	18675220	18679991	PAxG01Bg0171600	chr01B	17524548	17526928	0.0615	0.1216	0.0609	0.1288
3	PAxG01Ag0182400	chr01A	18653233	18653737	PAxG01Bg0171700	chr01B	17537075	17542676	0.0238	0.0346	0.0289	0.0239
3	PAxG01Ag0182200	chr01A	18624940	18625717	PAxG01Bg0171800	chr01B	17552348	17562381	0.0196	0.0	0.0203	-0.0
3	PAxG01Ag0182100	chr01A	18618104	18619585	PAxG01Bg0171900	chr01B	17568867	17570506	0.0022	0.0285	0.0023	0.0258
3	PAxG01Ag0181900	chr01A	18583313	18584713	PAxG01Bg0172100	chr01B	17616576	17617969	0.0	0.0386	-0.0	0.0389
3	PAxG01Ag0181800	chr01A	18546639	18549504	PAxG01Bg0172200	chr01B	17651803	17654571	0.0088	0.0303	0.0091	0.0272
3	PAxG01Ag0181700	chr01A	18539417	18540361	PAxG01Bg0172300	chr01B	17660368	17662622	0.1238	0.123	0.1265	0.1156
3	PAxG01Ag0181600	chr01A	18529147	18530918	PAxG01Bg0172400	chr01B	17674841	17682183	0.0285	0.0739	0.0288	0.0726
3	PAxG01Ag0181500	chr01A	18516032	18519291	PAxG01Bg0172500	chr01B	17696963	17700441	0.0342	0.0421	0.0338	0.0441
3	PAxG01Ag0181400	chr01A	18513803	18515508	PAxG01Bg0172600	chr01B	17700552	17702459	0.053	0.0782	0.0539	0.0747
3	PAxG01Ag0181200	chr01A	18464152	18468313	PAxG01Bg0172700	chr01B	17734164	17738379	0.0182	0.0138	0.019	0.0123
3	PAxG01Ag0181100	chr01A	18434674	18445487	PAxG01Bg0172800	chr01B	17757136	17768483	0.0351	0.0553	0.0355	0.0536
3	PAxG01Ag0180900	chr01A	18413312	18419338	PAxG01Bg0173000	chr01B	17788184	17794049	0.0465	0.114	0.0476	0.1081
3	PAxG01Ag0180600	chr01A	18369746	18371547	PAxG01Bg0173100	chr01B	17798526	17800971	0.0141	0.034	0.0147	0.0302
3	PAxG01Ag0180000	chr01A	18277152	18280266	PAxG01Bg0173300	chr01B	17821177	17824323	0.0	0.011	-0.0	0.0095
3	PAxG01Ag0179700	chr01A	18262883	18264363	PAxG01Bg0173500	chr01B	17838938	17840451	0.0049	0.0239	0.0047	0.0272
3	PAxG01Ag0179500	chr01A	18257891	18258645	PAxG01Bg0173600	chr01B	17847549	17849616	0.1719	0.2465	0.1663	0.2888
3	PAxG01Ag0179400	chr01A	18244585	18246714	PAxG01Bg0173700	chr01B	17858670	17862849	0.0032	0.0362	0.0032	0.0339
3	PAxG01Ag0179300	chr01A	18232639	18237344	PAxG01Bg0173800	chr01B	17868989	17874242	0.0067	0.0365	0.0066	0.0369
3	PAxG01Ag0179100	chr01A	18219450	18222028	PAxG01Bg0173900	chr01B	17879487	17883043	0.0062	0.0245	0.0062	0.0252
3	PAxG01Ag0179000	chr01A	18141949	18147370	PAxG01Bg0174200	chr01B	17951623	17957037	0.0039	0.0196	0.004	0.0192
3	PAxG01Ag0178900	chr01A	18138976	18140747	PAxG01Bg0174300	chr01B	17957811	17959878	0.008	0.0177	0.0081	0.0171
3	PAxG01Ag0178800	chr01A	18125536	18128786	PAxG01Bg0174400	chr01B	17969144	17976263	0.0051	0.0297	0.0051	0.0295
3	PAxG01Ag0178500	chr01A	18098197	18099886	PAxG01Bg0174500	chr01B	17992371	17994133	0.0028	0.0213	0.0031	0.0157
3	PAxG01Ag0178400	chr01A	18076276	18076500	PAxG01Bg0174600	chr01B	18012530	18012959	0.0118	0.0397	0.0123	0.0353
3	PAxG01Ag0178300	chr01A	18038034	18042441	PAxG01Bg0174800	chr01B	18066075	18070765	0.0024	0.026	0.0025	0.023
3	PAxG01Ag0178200	chr01A	18028006	18034675	PAxG01Bg0174900	chr01B	18073862	18080802	0.0013	0.0246	0.0013	0.0234
3	PAxG01Ag0177800	chr01A	17812520	17825620	PAxG01Bg0175100	chr01B	18131099	18143514	0.008	0.0216	0.0083	0.0198
3	PAxG01Ag0177700	chr01A	17735684	17812001	PAxG01Bg0175300	chr01B	18177568	18186394	0.0102	0.024	0.0104	0.0228
3	PAxG01Ag0177600	chr01A	17724952	17725143	PAxG01Bg0175400	chr01B	18194981	18195172	0.0	0.0252	-0.0	0.0168
3	PAxG01Ag0177400	chr01A	17678916	17681437	PAxG01Bg0175700	chr01B	18232020	18234517	0.0515	0.068	0.0532	0.0614
3	PAxG01Ag0177200	chr01A	17657712	17662231	PAxG01Bg0175800	chr01B	18253865	18257957	0.0119	0.0294	0.0115	0.0328
3	PAxG01Ag0177100	chr01A	17650686	17658032	PAxG01Bg0175900	chr01B	18258529	18265132	0.0314	0.05	0.0302	0.0575
3	PAxG01Ag0177000	chr01A	17592786	17593394	PAxG01Bg0176100	chr01B	18312141	18312749	0.0042	0.0245	0.0045	0.0184
3	PAxG01Ag0176900	chr01A	17560541	17569330	PAxG01Bg0176200	chr01B	18348463	18357250	0.0123	0.0417	0.0125	0.0399
3	PAxG01Ag0176800	chr01A	17558867	17559412	PAxG01Bg0176300	chr01B	18358457	18359002	0.0047	0.0897	0.0047	0.0957
3	PAxG01Ag0176700	chr01A	17535821	17541949	PAxG01Bg0176500	chr01B	18376292	18380809	0.1855	0.2896	0.1871	0.2924
3	PAxG01Ag0176600	chr01A	17521528	17523325	PAxG01Bg0176600	chr01B	18388168	18389976	0.01	0.0189	0.0108	0.0151
3	PAxG01Ag0176500	chr01A	17508013	17512199	PAxG01Bg0176700	chr01B	18412166	18412935	0.2257	0.2329	0.2284	0.2272
3	PAxG01Ag0176400	chr01A	17491833	17496248	PAxG01Bg0176800	chr01B	18419013	18423888	0.0191	0.055	0.0193	0.0539
3	PAxG01Ag0176300	chr01A	17474231	17478498	PAxG01Bg0176900	chr01B	18433226	18435012	0.0	0.0128	-0.0	0.0102
3	PAxG01Ag0176000	chr01A	17440737	17443179	PAxG01Bg0177000	chr01B	18452931	18455679	1.0601	1.7833	1.0554	2.119
3	PAxG01Ag0175500	chr01A	17402143	17403632	PAxG01Bg0177200	chr01B	18467728	18469207	0.0122	0.064	0.0124	0.0612
3	PAxG01Ag0175400	chr01A	17392812	17395117	PAxG01Bg0177300	chr01B	18476217	18478241	0.0267	0.0215	0.0283	0.018
3	PAxG01Ag0175200	chr01A	17360386	17361084	PAxG01Bg0177600	chr01B	18519339	18520046	0.0114	0.0431	0.012	0.0376
3	PAxG01Ag0174800	chr01A	17314572	17318898	PAxG01Bg0177900	chr01B	18568053	18572431	0.0025	0.0124	0.0028	0.0098
3	PAxG01Ag0174700	chr01A	17301778	17310680	PAxG01Bg0178100	chr01B	18578308	18587204	0.0148	0.0296	0.0148	0.0295
3	PAxG01Ag0174600	chr01A	17290994	17294169	PAxG01Bg0178200	chr01B	18593551	18600392	0.0055	0.0023	0.0058	0.002
3	PAxG01Ag0174500	chr01A	17277745	17285376	PAxG01Bg0178300	chr01B	18604397	18611773	0.0191	0.0482	0.0193	0.0468
3	PAxG01Ag0174300	chr01A	17272268	17274352	PAxG01Bg0178500	chr01B	18618624	18620545	0.0107	0.0544	0.0113	0.0469
3	PAxG01Ag0174200	chr01A	17270271	17272431	PAxG01Bg0178600	chr01B	18620693	18624032	0.0076	0.0335	0.0079	0.0309
3	PAxG01Ag0174100	chr01A	17253044	17258323	PAxG01Bg0178700	chr01B	18632549	18638305	0.0158	0.0403	0.0161	0.0388
3	PAxG01Ag0174000	chr01A	17241320	17245792	PAxG01Bg0178800	chr01B	18640193	18645472	0.0169	0.0284	0.0165	0.0309
3	PAxG01Ag0173900	chr01A	17222548	17226754	PAxG01Bg0178900	chr01B	18660286	18664486	0.0029	0.0298	0.0029	0.03
3	PAxG01Ag0173800	chr01A	17218782	17222047	PAxG01Bg0179000	chr01B	18665279	18668545	0.035	0.0796	0.0363	0.0717
3	PAxG01Ag0173600	chr01A	17138770	17145102	PAxG01Bg0179100	chr01B	18736848	18743252	0.035	0.0658	0.0344	0.0706
3	PAxG01Ag0173500	chr01A	17113571	17117408	PAxG01Bg0179200	chr01B	18775119	18778967	0.0045	0.0257	0.0046	0.0243
3	PAxG01Ag0173300	chr01A	17076840	17081275	PAxG01Bg0179400	chr01B	18805456	18809871	0.0036	0.0521	0.0038	0.0452
3	PAxG01Ag0173100	chr01A	17064659	17071515	PAxG01Bg0179500	chr01B	18815532	18822424	0.0098	0.0234	0.0099	0.023
3	PAxG01Ag0173000	chr01A	17048654	17057174	PAxG01Bg0179600	chr01B	18827934	18840343	0.0174	0.0455	0.0173	0.0464
3	PAxG01Ag0172900	chr01A	17034973	17035281	PAxG01Bg0179700	chr01B	18863553	18863858	0.0452	0.0394	0.0422	0.0635
3	PAxG01Ag0172800	chr01A	17020269	17028566	PAxG01Bg0179800	chr01B	18866088	18873324	0.1095	0.1565	0.1087	0.1614
3	PAxG01Ag0172700	chr01A	17018665	17019568	PAxG01Bg0179900	chr01B	18874406	18875306	0.0067	0.0175	0.0073	0.0136
