Block	geneID1	chr1	start_pos1	end_pos1	geneID2	chr2	start_pos2	end_pos2	ka_NG86	ks_NG86	ka_YN00	ks_YN00	value_x	value_y	slope	outlier
1	Zo_SA_chr01A_1442	chr01A	70105452	70105906	Zo_SB_chr01B_1469	chr01B	61005713	61006032	0.0507	0.0784	0.0542	0.0649	70105679	61005900	0.870199	0.870199
1	Zo_SA_chr01A_1443	chr01A	70137284	70177558	Zo_SB_chr01B_1470	chr01B	61054285	61078506	0.0768	0.0916	0.0781	0.0877	70157421	61066400	0.87042	0.87042
1	Zo_SA_chr01A_1444	chr01A	70308111	70312010	Zo_SB_chr01B_1473	chr01B	61234675	61238565	0.0018	0.0213	0.0019	0.0188	70310100	61236620	0.870951	0.870951
1	Zo_SA_chr01A_1445	chr01A	70605541	70610758	Zo_SB_chr01B_1474	chr01B	61371630	61376905	0	0.0123	0	0.01	70608100	61374300	0.869224	0.869224
1	Zo_SA_chr01A_1446	chr01A	71217719	71219281	Zo_SB_chr01B_1475	chr01B	61708794	61711669	0.0063	0.0107	0.0069	0.0083	71218500	61710200	0.866492	0.866492
1	Zo_SA_chr01A_1448	chr01A	71573064	71575009	Zo_SB_chr01B_1479	chr01B	61832272	61834310	0.0113	0.0224	0.0121	0.0183	71574000	61833291	0.863907	0.863907
1	Zo_SA_chr01A_1449	chr01A	71812420	71818494	Zo_SB_chr01B_1487	chr01B	63355732	63360870	0.0075	0.0358	0.0082	0.0286	71815457	63358301	0.882238	0.882238
1	Zo_SA_chr01A_1451	chr01A	72008806	72013933	Zo_SB_chr01B_1490	chr01B	64181587	64186227	0.0029	0.0224	0.0029	0.0222	72011400	64183907	0.891302	0.891302
1	Zo_SA_chr01A_1460	chr01A	73459965	73461602	Zo_SB_chr01B_1494	chr01B	64722660	64724295	0.0168	0.0234	0.0162	0.0263	73460800	64723500	0.881062	0.881062
1	Zo_SA_chr01A_1462	chr01A	74076128	74076965	Zo_SB_chr01B_1495	chr01B	65147893	65148749	0.0332	0.0498	0.0313	0.0634	74076500	65148321	0.879473	0.879473
1	Zo_SA_chr01A_1463	chr01A	74386232	74387266	Zo_SB_chr01B_1498	chr01B	65653614	65654385	0.0025	0.0077	0.0027	0.0065	74386749	65654000	0.882603	0.882603
1	Zo_SA_chr01A_1466	chr01A	74531043	74533081	Zo_SB_chr01B_1500	chr01B	65792182	65794208	0.0051	0.0166	0.005	0.0181	74532062	65793195	0.88275	0.88275
1	Zo_SA_chr01A_1470	chr01A	74918509	74919536	Zo_SB_chr01B_1501	chr01B	65811215	65812262	0.0181	0	0.02	0	74919000	65811700	0.878438	0.878438
1	Zo_SA_chr01A_1471	chr01A	74919580	74920033	Zo_SB_chr01B_1502	chr01B	65812306	65812759	0.004	0	0.0042	0	74919800	65812500	0.87844	0.87844
1	Zo_SA_chr01A_1477	chr01A	75575716	75576963	Zo_SB_chr01B_1506	chr01B	66814173	66817991	0.0414	0.0553	0.0404	0.0604	75576300	66816082	0.884087	0.884087
1	Zo_SA_chr01A_1480	chr01A	75979313	75983874	Zo_SB_chr01B_1509	chr01B	67372776	67377343	0.014	0.0289	0.0159	0.0205	75981600	67375100	0.886729	0.886729
1	Zo_SA_chr01A_1484	chr01A	76614547	76618158	Zo_SB_chr01B_1511	chr01B	67461839	67465401	0.0053	0.0091	0.0055	0.0083	76616400	67463620	0.880538	0.880538
1	Zo_SA_chr01A_1490	chr01A	77141244	77141720	Zo_SB_chr01B_1516	chr01B	68238656	68241710	0.0055	0	0.0059	0	77141482	68240183	0.884611	0.884611
1	Zo_SA_chr01A_1492	chr01A	77345989	77347629	Zo_SB_chr01B_1517	chr01B	68505411	68507051	0.004	0.0257	0.0041	0.0251	77346809	68506231	0.885702	0.885702
1	Zo_SA_chr01A_1493	chr01A	77705399	77706266	Zo_SB_chr01B_1518	chr01B	68796811	68797678	0.0036	0.0158	0.0034	0.0187	77705800	68797200	0.885355	0.885355
1	Zo_SA_chr01A_1494	chr01A	77813042	77816556	Zo_SB_chr01B_1519	chr01B	68924317	68927831	0.002	0.0157	0.002	0.0152	77814799	68926074	0.885771	0.885771
1	Zo_SA_chr01A_1497	chr01A	78337907	78339552	Zo_SB_chr01B_1520	chr01B	68968858	68970516	0.0189	0.0519	0.0191	0.0509	78338700	68969687	0.880403	0.880403
1	Zo_SA_chr01A_1498	chr01A	78559039	78559713	Zo_SB_chr01B_1521	chr01B	69291511	69292185	0.0039	0.0065	0.0039	0.0065	78559376	69291848	0.882032	0.882032
1	Zo_SA_chr01A_1501	chr01A	79123284	79125778	Zo_SB_chr01B_1523	chr01B	69903660	69906150	0.0046	0.003	0.0047	0.0028	79124531	69904905	0.88348	0.88348
1	Zo_SA_chr01A_1502	chr01A	79245636	79248115	Zo_SB_chr01B_1529	chr01B	72364253	72366508	0.1702	0.1554	0.1643	0.1799	79246900	72365400	0.913164	0.913164
1	Zo_SA_chr01A_1505	chr01A	79972711	79996531	Zo_SB_chr01B_1530	chr01B	72842082	72843741	0.0266	0.0226	0.0266	0.0229	79984621	72842900	0.910711	0.910711
1	Zo_SA_chr01A_1506	chr01A	80105818	80109791	Zo_SB_chr01B_1532	chr01B	72952343	72952777	0	0.0207	0	0.025	80107800	72952560	0.91068	0.91068
1	Zo_SA_chr01A_1508	chr01A	80934559	80936107	Zo_SB_chr01B_1536	chr01B	73726308	73727857	0.0043	0.0262	0.0043	0.0261	80935333	73727100	0.910938	0.910938
1	Zo_SA_chr01A_1509	chr01A	81300243	81303168	Zo_SB_chr01B_1538	chr01B	74081164	74083413	0.0865	0.113	0.0869	0.1121	81301700	74082300	0.911202	0.911202
1	Zo_SA_chr01A_1510	chr01A	81348146	81350960	Zo_SB_chr01B_1539	chr01B	74105676	74108454	0.0087	0.02	0.0086	0.021	81349553	74107065	0.910971	0.910971
1	Zo_SA_chr01A_1511	chr01A	81542342	81545428	Zo_SB_chr01B_1540	chr01B	74405188	74408282	0	0	0	0	81543885	74406735	0.912475	0.912475
1	Zo_SA_chr01A_1512	chr01A	81574212	81577311	Zo_SB_chr01B_1541	chr01B	74440608	74441078	0.0058	0.0083	0.0056	0.0093	81575800	74440843	0.912536	0.912536
1	Zo_SA_chr01A_1513	chr01A	81927774	81929345	Zo_SB_chr01B_1543	chr01B	74772897	74774468	0.0041	0.0199	0.0039	0.024	81928600	74773700	0.912669	0.912669
1	Zo_SA_chr01A_1514	chr01A	82150203	82154026	Zo_SB_chr01B_1544	chr01B	74908793	74915916	0	0.0036	0	0.0037	82152100	74912400	0.911874	0.911874
1	Zo_SA_chr01A_1515	chr01A	82336864	82346736	Zo_SB_chr01B_1547	chr01B	75048018	75056676	0.1383	0.2051	0.1301	0.2624	82341800	75052347	0.911473	0.911473
1	Zo_SA_chr01A_1516	chr01A	82647657	82665370	Zo_SB_chr01B_1549	chr01B	75260255	75264491	0.1021	0.1594	0.0995	0.1788	82656500	75262373	0.910544	0.910544
1	Zo_SA_chr01A_1517	chr01A	82740679	82741230	Zo_SB_chr01B_1550	chr01B	75385486	75404014	0.0252	0.0788	0.024	0.094	82741000	75394750	0.911214	0.911214
1	Zo_SA_chr01A_1521	chr01A	83390707	83434510	Zo_SB_chr01B_1551	chr01B	75727538	75768464	0.0214	0.041	0.0208	0.0453	83412600	75748001	0.908112	0.908112
1	Zo_SA_chr01A_1525	chr01A	84102051	84102722	Zo_SB_chr01B_1552	chr01B	76142131	76142808	0.0139	0.0188	0.0138	0.0194	84102400	76142500	0.905354	0.905354
1	Zo_SA_chr01A_1528	chr01A	84323883	84325613	Zo_SB_chr01B_1558	chr01B	76438107	76439837	0.003	0.0227	0.0031	0.0209	84324748	76438972	0.906483	0.906483
1	Zo_SA_chr01A_1529	chr01A	84388333	84389431	Zo_SB_chr01B_1559	chr01B	76510761	76511827	0.0105	0.0135	0.0112	0.0113	84388882	76511294	0.906651	0.906651
1	Zo_SA_chr01A_1531	chr01A	84517127	84523753	Zo_SB_chr01B_1560	chr01B	76526345	76532929	0.0035	0.017	0.0036	0.0161	84520440	76529637	0.905457	0.905457
1	Zo_SA_chr01A_1532	chr01A	84574531	84575554	Zo_SB_chr01B_1562	chr01B	76599854	76600741	0.0051	0.0238	0.0054	0.0202	84575000	76600300	0.905708	0.905708
1	Zo_SA_chr01A_1533	chr01A	84659998	84663658	Zo_SB_chr01B_1563	chr01B	76673911	76677559	0	0.0133	0	0.0115	84661828	76675735	0.905671	0.905671
1	Zo_SA_chr01A_1536	chr01A	84975587	84984655	Zo_SB_chr01B_1565	chr01B	76816786	76817094	0.0826	0.1274	0.0801	0.1414	84980121	76816940	0.90394	0.90394
1	Zo_SA_chr01A_1538	chr01A	85214754	85218358	Zo_SB_chr01B_1566	chr01B	76930826	76934611	0.0359	0.0573	0.0359	0.0579	85216556	76932700	0.902791	0.902791
1	Zo_SA_chr01A_1544	chr01A	86172031	86206920	Zo_SB_chr01B_1568	chr01B	77321374	77364176	0.0143	0.0508	0.0153	0.0417	86189500	77342775	0.897358	0.897358
1	Zo_SA_chr01A_1546	chr01A	86357638	86358757	Zo_SB_chr01B_1570	chr01B	77446044	77477717	0.0196	0.0092	0.0178	0.0157	86358200	77461900	0.896984	0.896984
1	Zo_SA_chr01A_1547	chr01A	86458122	86458599	Zo_SB_chr01B_1572	chr01B	77615190	77631227	0.0045	0.0336	0.0046	0.0318	86458400	77623200	0.89781	0.89781
1	Zo_SA_chr01A_1549	chr01A	86841042	86871982	Zo_SB_chr01B_1574	chr01B	78122499	78153139	0.0044	0.0222	0.0047	0.0185	86856512	78137819	0.89962	0.89962
1	Zo_SA_chr01A_1550	chr01A	86877462	86879709	Zo_SB_chr01B_1575	chr01B	78155048	78160721	0.008	0.0347	0.0075	0.043	86878600	78157900	0.899622	0.899622
1	Zo_SA_chr01A_1552	chr01A	86984945	86987215	Zo_SB_chr01B_1578	chr01B	78383939	78386229	0.0561	0.0693	0.0514	0.0953	86986080	78385084	0.901122	0.901122
1	Zo_SA_chr01A_1557	chr01A	87284811	87290680	Zo_SB_chr01B_1579	chr01B	78486866	78495717	0.0621	0.0883	0.061	0.0946	87287700	78491300	0.899225	0.899225
1	Zo_SA_chr01A_1558	chr01A	87558546	87559034	Zo_SB_chr01B_1580	chr01B	78849257	78849748	0.0086	0.0309	0.0088	0.0288	87558790	78849500	0.900532	0.900532
1	Zo_SA_chr01A_1560	chr01A	87722618	87724546	Zo_SB_chr01B_1581	chr01B	78945712	78947639	0	0.0234	0	0.0222	87723582	78946700	0.899948	0.899948
1	Zo_SA_chr01A_1563	chr01A	88100462	88101313	Zo_SB_chr01B_1583	chr01B	79263113	79264407	0.0015	0.0107	0.0015	0.0117	88100900	79263760	0.899693	0.899693
1	Zo_SA_chr01A_1567	chr01A	88410410	88422852	Zo_SB_chr01B_1584	chr01B	79474188	79475076	0.3669	0.397	0.3728	0.3925	88416631	79474632	0.898865	0.898865
1	Zo_SA_chr01A_1568	chr01A	88426793	88445639	Zo_SB_chr01B_1585	chr01B	79478838	79495261	0.063	0.0868	0.0606	0.1027	88436216	79487000	0.898807	0.898807
1	Zo_SA_chr01A_1571	chr01A	89201556	89208690	Zo_SB_chr01B_1589	chr01B	80261866	80269000	6e-04	0.0155	6e-04	0.0175	89205123	80265433	0.899785	0.899785
1	Zo_SA_chr01A_1573	chr01A	89348906	89354204	Zo_SB_chr01B_1592	chr01B	80456598	80461876	0.0445	0.0377	0.0433	0.0411	89351555	80459237	0.900479	0.900479
1	Zo_SA_chr01A_1575	chr01A	89875778	89877277	Zo_SB_chr01B_1593	chr01B	80837224	80838818	0.0498	0.1026	0.0486	0.1137	89876500	80838021	0.899434	0.899434
1	Zo_SA_chr01A_1576	chr01A	89973045	89978870	Zo_SB_chr01B_1594	chr01B	80984291	80993619	0.0257	0.04	0.0251	0.0438	89976000	80988955	0.900118	0.900118
1	Zo_SA_chr01A_1577	chr01A	90026398	90027489	Zo_SB_chr01B_1595	chr01B	81027265	81041710	0.0711	0.1116	0.0729	0.1065	90026900	81034500	0.900114	0.900114
1	Zo_SA_chr01A_1578	chr01A	90067264	90069150	Zo_SB_chr01B_1596	chr01B	81086640	81088529	0	0.0165	0	0.0131	90068207	81087600	0.900291	0.900291
1	Zo_SA_chr01A_1581	chr01A	90224510	90229635	Zo_SB_chr01B_1598	chr01B	81255729	81258360	0.0374	0.0259	0.039	0.023	90227100	81257000	0.900584	0.900584
1	Zo_SA_chr01A_1582	chr01A	90350906	90352735	Zo_SB_chr01B_1599	chr01B	81344348	81346176	0.0092	0.0137	0.0099	0.0112	90351800	81345262	0.900317	0.900317
1	Zo_SA_chr01A_1583	chr01A	90743016	90748423	Zo_SB_chr01B_1602	chr01B	81653857	81659252	0.0052	0.0147	0.0055	0.0127	90745700	81656600	0.899839	0.899839
1	Zo_SA_chr01A_1585	chr01A	90887501	90910837	Zo_SB_chr01B_1605	chr01B	81922088	81923230	0.0011	0.0194	0.0011	0.0218	90899169	81922659	0.901248	0.901248
1	Zo_SA_chr01A_1588	chr01A	91602714	91612750	Zo_SB_chr01B_1609	chr01B	82364200	82374243	0.0117	0.0287	0.0121	0.0259	91607732	82369200	0.899151	0.899151
1	Zo_SA_chr01A_1589	chr01A	91660118	91672581	Zo_SB_chr01B_1610	chr01B	82396460	82408541	0.0031	0.0061	0.0033	0.0054	91666300	82402500	0.898939	0.898939
1	Zo_SA_chr01A_1590	chr01A	91734647	91757289	Zo_SB_chr01B_1611	chr01B	82442906	82463652	0.005	0.022	0.0055	0.017	91745968	82453279	0.898713	0.898713
1	Zo_SA_chr01A_1591	chr01A	91760961	91761589	Zo_SB_chr01B_1612	chr01B	82469871	82471303	0.0972	0.24	0.1004	0.2241	91761275	82470587	0.898752	0.898752
1	Zo_SA_chr01A_1592	chr01A	91796157	91818975	Zo_SB_chr01B_1613	chr01B	82487033	82504589	0.0083	0.0123	0.0086	0.0111	91807566	82495811	0.898573	0.898573
1	Zo_SA_chr01A_1595	chr01A	91973981	91974631	Zo_SB_chr01B_1615	chr01B	82759185	82759493	0.082	0.1703	0.0767	0.2375	91974306	82759339	0.899809	0.899809
1	Zo_SA_chr01A_1596	chr01A	92191887	92196688	Zo_SB_chr01B_1618	chr01B	82966689	82971508	0.0042	0.0033	0.0042	0.0035	92194300	82969100	0.899938	0.899938
1	Zo_SA_chr01A_1597	chr01A	92352409	92357168	Zo_SB_chr01B_1619	chr01B	83064563	83069361	0.0055	0.0105	0.0057	0.0096	92354800	83066962	0.899433	0.899433
1	Zo_SA_chr01A_1598	chr01A	92642428	92643072	Zo_SB_chr01B_1620	chr01B	83123943	83124641	0.0043	0.0184	0.0044	0.0174	92642750	83124292	0.897256	0.897256
1	Zo_SA_chr01A_1601	chr01A	92836455	92837893	Zo_SB_chr01B_1622	chr01B	83268539	83269977	0.025	0.018	0.0237	0.0223	92837174	83269258	0.896939	0.896939
1	Zo_SA_chr01A_1603	chr01A	93155624	93157228	Zo_SB_chr01B_1623	chr01B	83600333	83601937	8e-04	0.0051	8e-04	0.0054	93156426	83601135	0.897427	0.897427
1	Zo_SA_chr01A_1604	chr01A	93219448	93220439	Zo_SB_chr01B_1624	chr01B	83650367	83651361	0.0028	0.0184	0.0027	0.0195	93219900	83650864	0.897349	0.897349
1	Zo_SA_chr01A_1608	chr01A	93485555	93486307	Zo_SB_chr01B_1626	chr01B	83776202	83776939	0.0125	0.0493	0.0128	0.0462	93485931	83776600	0.896141	0.896141
1	Zo_SA_chr01A_1609	chr01A	93488036	93491656	Zo_SB_chr01B_1627	chr01B	83779120	83782671	0.0072	0.0141	0.0073	0.0134	93489846	83780900	0.89615	0.89615
1	Zo_SA_chr01A_1610	chr01A	93496699	93498705	Zo_SB_chr01B_1628	chr01B	83783885	83785891	0.0066	0.0171	0.007	0.0142	93497702	83784888	0.896117	0.896117
1	Zo_SA_chr01A_1611	chr01A	93499030	93504766	Zo_SB_chr01B_1629	chr01B	83786628	83791713	0.026	0.0596	0.0256	0.063	93501898	83789200	0.896123	0.896123
1	Zo_SA_chr01A_1613	chr01A	93622128	93623843	Zo_SB_chr01B_1630	chr01B	83813259	83817816	0.0084	0.0284	0.0079	0.0365	93623000	83815500	0.895245	0.895245
1	Zo_SA_chr01A_1617	chr01A	93971027	93974482	Zo_SB_chr01B_1631	chr01B	83882667	83884891	0.0082	0.048	0.0079	0.0555	93972800	83883779	0.892639	0.892639
1	Zo_SA_chr01A_1618	chr01A	94051401	94052651	Zo_SB_chr01B_1632	chr01B	83917699	83918960	0.0057	0.0354	0.0058	0.0325	94052026	83918300	0.892254	0.892254
1	Zo_SA_chr01A_1619	chr01A	94253491	94257584	Zo_SB_chr01B_1633	chr01B	83958583	83962619	0.0066	0.0345	0.0072	0.027	94255500	83960601	0.890776	0.890776
1	Zo_SA_chr01A_1620	chr01A	94259363	94259929	Zo_SB_chr01B_1634	chr01B	83964434	83966714	0.0495	0.0944	0.0458	0.125	94259646	83965574	0.89079	0.89079
1	Zo_SA_chr01A_1621	chr01A	94391144	94405660	Zo_SB_chr01B_1635	chr01B	84005978	84016586	0.0034	0.0106	0.0037	0.0086	94398402	84011282	0.889965	0.889965
1	Zo_SA_chr01A_1622	chr01A	94422677	94425200	Zo_SB_chr01B_1636	chr01B	84028619	84031162	0.0214	0.0515	0.0217	0.0496	94423900	84029900	0.889921	0.889921
1	Zo_SA_chr01A_1623	chr01A	94435654	94440206	Zo_SB_chr01B_1637	chr01B	84197912	84202460	0.0026	0.029	0.0027	0.026	94437930	84200186	0.891593	0.891593
1	Zo_SA_chr01A_1624	chr01A	94509171	94510451	Zo_SB_chr01B_1638	chr01B	84257080	84258360	0.0021	0.0225	0.0019	0.0313	94509811	84257720	0.891524	0.891524
1	Zo_SA_chr01A_1625	chr01A	94770118	94770432	Zo_SB_chr01B_1640	chr01B	84372818	84373132	0.0179	0.0238	0.0169	0.0283	94770275	84372975	0.890289	0.890289
1	Zo_SA_chr01A_1626	chr01A	94803331	94804806	Zo_SB_chr01B_1641	chr01B	84389803	84390693	0.0062	0.0168	0.006	0.0182	94804100	84390248	0.890154	0.890154
1	Zo_SA_chr01A_1628	chr01A	95017711	95032686	Zo_SB_chr01B_1642	chr01B	84425051	84426212	0.0255	0.0708	0.0241	0.0868	95025200	84425600	0.888455	0.888455
1	Zo_SA_chr01A_1631	chr01A	95304369	95304947	Zo_SB_chr01B_1645	chr01B	84680916	84692363	0.0048	0.0193	0.0041	0.0344	95304658	84686600	0.888589	0.888589
1	Zo_SA_chr01A_1634	chr01A	95558206	95576692	Zo_SB_chr01B_1650	chr01B	85206800	85207908	0.0349	0.0363	0.0307	0.0671	95567449	85207354	0.891594	0.891594
1	Zo_SA_chr01A_1637	chr01A	95704248	95709027	Zo_SB_chr01B_1653	chr01B	85293774	85304001	0.0019	0.0276	0.002	0.0233	95706600	85298900	0.891254	0.891254
1	Zo_SA_chr01A_1639	chr01A	95755811	95761719	Zo_SB_chr01B_1654	chr01B	85329231	85334761	0.0334	0.0475	0.034	0.0447	95758765	85331996	0.891114	0.891114
1	Zo_SA_chr01A_1641	chr01A	95812567	95815903	Zo_SB_chr01B_1655	chr01B	85405362	85408720	0.0078	0.0085	0.008	0.008	95814235	85407041	0.891382	0.891382
1	Zo_SA_chr01A_1642	chr01A	95829059	95848054	Zo_SB_chr01B_1656	chr01B	85422889	85429493	0.0243	0.0365	0.0245	0.036	95838600	85426191	0.891355	0.891355
1	Zo_SA_chr01A_1643	chr01A	95887596	95904579	Zo_SB_chr01B_1657	chr01B	85461936	85479565	0.0018	0.0095	0.0019	0.0078	95896100	85470800	0.891285	0.891285
1	Zo_SA_chr01A_1645	chr01A	96050084	96059908	Zo_SB_chr01B_1662	chr01B	85622576	85632631	0.0019	0.0082	0.0018	0.0098	96054996	85627600	0.891444	0.891444
1	Zo_SA_chr01A_1646	chr01A	96088446	96094091	Zo_SB_chr01B_1663	chr01B	85659239	85664881	0.0104	0.0214	0.0111	0.0176	96091300	85662060	0.891466	0.891466
1	Zo_SA_chr01A_1647	chr01A	96294001	96295623	Zo_SB_chr01B_1665	chr01B	85809337	85810959	0.0091	0.0218	0.0087	0.0257	96294812	85810148	0.891119	0.891119
1	Zo_SA_chr01A_1649	chr01A	96542196	96543945	Zo_SB_chr01B_1667	chr01B	85976175	85977158	0.0014	0.0208	0.0013	0.0263	96543100	85976700	0.890552	0.890552
1	Zo_SA_chr01A_1650	chr01A	96563809	96568423	Zo_SB_chr01B_1668	chr01B	85992000	85995785	0.0326	0.0834	0.0333	0.0777	96566116	85993900	0.890518	0.890518
1	Zo_SA_chr01A_1651	chr01A	96571651	96575930	Zo_SB_chr01B_1669	chr01B	85998589	86002997	0.0112	0.0098	0.0121	0.0079	96573800	86000793	0.890519	0.890519
1	Zo_SA_chr01A_1652	chr01A	96576552	96586685	Zo_SB_chr01B_1670	chr01B	86003437	86013797	0.014	0.0357	0.0152	0.029	96581600	86008617	0.890528	0.890528
1	Zo_SA_chr01A_1653	chr01A	96619466	96653375	Zo_SB_chr01B_1671	chr01B	86025473	86036535	0.0111	0.0457	0.0111	0.047	96636400	86031004	0.890254	0.890254
1	Zo_SA_chr01A_1654	chr01A	96782635	96783478	Zo_SB_chr01B_1672	chr01B	86126480	86134197	0.0226	0.0256	0.0228	0.0251	96783100	86130300	0.889932	0.889932
1	Zo_SA_chr01A_1655	chr01A	96803822	96807106	Zo_SB_chr01B_1673	chr01B	86134487	86137781	0.0084	0.017	0.0087	0.0153	96805464	86136134	0.889786	0.889786
1	Zo_SA_chr01A_1656	chr01A	96807500	96812008	Zo_SB_chr01B_1674	chr01B	86138380	86142898	0.0096	0.0195	0.0098	0.018	96809754	86140639	0.889793	0.889793
1	Zo_SA_chr01A_1657	chr01A	96816209	96837701	Zo_SB_chr01B_1675	chr01B	86150935	86168609	0.0054	0.0133	0.0056	0.0117	96826955	86159772	0.889833	0.889833
1	Zo_SA_chr01A_1658	chr01A	96840779	96843946	Zo_SB_chr01B_1676	chr01B	86184930	86188327	0.0017	0.0287	0.0017	0.026	96842400	86186600	0.889968	0.889968
1	Zo_SA_chr01A_1659	chr01A	97032589	97036214	Zo_SB_chr01B_1680	chr01B	86331097	86334721	0.0014	0.0091	0.0015	0.0072	97034400	86332909	0.889714	0.889714
1	Zo_SA_chr01A_1662	chr01A	98169923	98171800	Zo_SB_chr01B_1683	chr01B	86569136	86571019	0.005	0.0326	0.0044	0.0595	98170900	86570100	0.881831	0.881831
1	Zo_SA_chr01A_1664	chr01A	98414838	98420810	Zo_SB_chr01B_1687	chr01B	86960713	86965973	0.001	0.0133	0.001	0.011	98417824	86963343	0.883614	0.883614
1	Zo_SA_chr01A_1665	chr01A	98422965	98426522	Zo_SB_chr01B_1688	chr01B	86968886	86971856	0.1038	0.1683	0.1086	0.147	98424700	86970371	0.883623	0.883623
1	Zo_SA_chr01A_1666	chr01A	98428463	98432279	Zo_SB_chr01B_1689	chr01B	86974029	86977756	0.071	0.0885	0.0699	0.0939	98430371	86975900	0.883629	0.883629
1	Zo_SA_chr01A_1667	chr01A	98451344	98464175	Zo_SB_chr01B_1691	chr01B	86993016	87008018	0.01	0.0299	0.0108	0.0243	98457800	87000517	0.883633	0.883633
1	Zo_SA_chr01A_1668	chr01A	98531759	98544047	Zo_SB_chr01B_1693	chr01B	87122302	87126371	0.1278	0.1368	0.1256	0.145	98537903	87124300	0.884171	0.884171
1	Zo_SA_chr01A_1672	chr01A	98937310	98939934	Zo_SB_chr01B_1695	chr01B	87167173	87169754	0.0072	0.0172	0.0068	0.0218	98938622	87168500	0.881036	0.881036
1	Zo_SA_chr01A_1673	chr01A	99037364	99037663	Zo_SB_chr01B_1699	chr01B	87451805	87452468	0.1499	0.1804	0.1686	0.132	99037500	87452100	0.88302	0.88302
1	Zo_SA_chr01A_1674	chr01A	99089262	99093073	Zo_SB_chr01B_1700	chr01B	87486095	87490727	0.0493	0.073	0.0453	0.102	99091200	87488411	0.882908	0.882908
1	Zo_SA_chr01A_1676	chr01A	99303441	99303785	Zo_SB_chr01B_1702	chr01B	87708139	87710035	0.0077	0.0125	0.0066	0.0266	99303613	87709087	0.883242	0.883242
1	Zo_SA_chr01A_1677	chr01A	99396481	99410284	Zo_SB_chr01B_1703	chr01B	87803149	87818867	0.0192	0.0348	0.0184	0.041	99403400	87811008	0.88338	0.88338
1	Zo_SA_chr01A_1678	chr01A	99411562	99415334	Zo_SB_chr01B_1704	chr01B	87820075	87824514	0.0171	0.053	0.0183	0.0446	99413448	87822300	0.883405	0.883405
1	Zo_SA_chr01A_1679	chr01A	99415406	99442900	Zo_SB_chr01B_1705	chr01B	87823403	87839863	0.0357	0.0514	0.0346	0.0582	99429153	87831633	0.883359	0.883359
1	Zo_SA_chr01A_1681	chr01A	99915355	99918416	Zo_SB_chr01B_1710	chr01B	88979178	88982227	0.0023	0.0219	0.0024	0.0188	99916900	88980700	0.890547	0.890547
1	Zo_SA_chr01A_1682	chr01A	100115471	100124775	Zo_SB_chr01B_1714	chr01B	89848929	89858243	0.0099	0.0213	0.0102	0.0198	100120123	89853586	0.897458	0.897458
1	Zo_SA_chr01A_1683	chr01A	100256424	100257599	Zo_SB_chr01B_1715	chr01B	90027113	90028260	0.0076	0.0145	0.0083	0.011	100257000	90027700	0.897969	0.897969
1	Zo_SA_chr01A_1685	chr01A	100384176	100385810	Zo_SB_chr01B_1716	chr01B	90091871	90093502	0.0106	0.0461	0.0098	0.0586	100384993	90092700	0.897472	0.897472
1	Zo_SA_chr01A_1686	chr01A	100397975	100421071	Zo_SB_chr01B_1717	chr01B	90109880	90122450	0.0092	0.0271	0.0098	0.0231	100409523	90116165	0.897486	0.897486
1	Zo_SA_chr01A_1687	chr01A	100606355	100609306	Zo_SB_chr01B_1718	chr01B	90195154	90206488	0.041	0.0302	0.0393	0.035	100608000	90200821	0.896559	0.896559
1	Zo_SA_chr01A_1688	chr01A	100609890	100612030	Zo_SB_chr01B_1719	chr01B	90207045	90209185	0.0081	0.015	0.008	0.0155	100610960	90208115	0.896603	0.896603
1	Zo_SA_chr01A_1689	chr01A	100614838	100616447	Zo_SB_chr01B_1722	chr01B	90227506	90229118	0.0099	0	0.0113	0	100616000	90228312	0.896762	0.896762
1	Zo_SA_chr01A_1690	chr01A	100620300	100629198	Zo_SB_chr01B_1723	chr01B	90231837	90241238	0.0027	0.0174	0.0027	0.0168	100624749	90236500	0.896763	0.896763
1	Zo_SA_chr01A_1692	chr01A	100647937	100649961	Zo_SB_chr01B_1725	chr01B	90248424	90250448	0.004	0.0282	0.0039	0.0293	100648949	90249436	0.896675	0.896675
1	Zo_SA_chr01A_1693	chr01A	100742238	100744226	Zo_SB_chr01B_1726	chr01B	90319942	90321936	0.0084	0.0281	0.0082	0.031	100743232	90320939	0.896546	0.896546
1	Zo_SA_chr01A_1694	chr01A	100744848	100756956	Zo_SB_chr01B_1727	chr01B	90322905	90331910	0.0052	0.0277	0.0052	0.0283	100750902	90327400	0.896542	0.896542
1	Zo_SA_chr01A_1696	chr01A	101045355	101045573	Zo_SB_chr01B_1730	chr01B	90579693	90583595	0.0119	0	0.0113	0	101045464	90581644	0.896444	0.896444
1	Zo_SA_chr01A_1698	chr01A	101147101	101148371	Zo_SB_chr01B_1733	chr01B	90806765	90808024	0.0056	0.0136	0.0053	0.0168	101147736	90807400	0.89777	0.89777
1	Zo_SA_chr01A_1699	chr01A	101180668	101185171	Zo_SB_chr01B_1734	chr01B	90860991	90866434	0.0057	0.0252	0.0061	0.0201	101183000	90863700	0.898014	0.898014
1	Zo_SA_chr01A_1700	chr01A	101188651	101189563	Zo_SB_chr01B_1735	chr01B	90869421	90870779	0.0546	0.1212	0.0515	0.1515	101189107	90870100	0.898023	0.898023
